IncidentNumber,CalYear,PropertyCategory,IncGeo_WardCode,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround
078777-18052024,2024,Dwelling,E05013780,HAMPTON WICK & SOUTH TEDDINGTON,517350,169550,Twickenham
078806-18052024,2024,Dwelling,E05013752,WHITE CITY,522750,180850,Hammersmith
078808-18052024,2024,Dwelling,E05013595,NOEL PARK,530950,190050,Hornsey
078865-18052024,2024,Dwelling,E05013626,OSTERLEY & SPRING GROVE,514850,176650,Heston
078951-19052024,2024,Dwelling,E05013797,KNIGHTSBRIDGE & BELGRAVIA,528450,178150,Chelsea
079045-19052024,2024,Dwelling,E05014061,GASCOIGNE,544550,183750,Barking
079055-19052024,2024,Dwelling,E05013622,HOUNSLOW HEATH,512850,174650,Feltham
079061-19052024,2024,Dwelling,E05009396,GOLBORNE,524550,182050,North Kensington
079074-19052024,2024,Dwelling,E05013971,GOOSHAYS,553750,192750,Harold Hill
079208-19052024,2024,Dwelling,E05013601,TOTTENHAM CENTRAL,533650,189650,Tottenham
079244-19052024,2024,Dwelling,E05013595,NOEL PARK,530850,189750,Hornsey
079249-19052024,2024,Dwelling,E05013501,HARLESDEN & KENSAL GREEN,521950,183450,Willesden
079318-19052024,2024,Dwelling,E05013820,MERTON PARK,525150,169650,Wimbledon
079341-19052024,2024,Dwelling,E05011101,DULWICH WOOD,533350,172250,West Norwood
079368-19052024,2024,Dwelling,E05009331,ST. PETER'S,535150,183550,Bethnal Green
079379-19052024,2024,Dwelling,E05013781,HEATHFIELD,512250,173550,Twickenham
079438-19052024,2024,Dwelling,E05013673,BOWES,530950,191850,Southgate
079439-19052024,2024,Dwelling,E05013974,HAVERING-ATTE-BOWER,550150,191250,Romford
079549-20052024,2024,Dwelling,E05013653,BLOOMSBURY,530150,182250,Euston
079587-20052024,2024,Dwelling,E05013907,CANNING TOWN SOUTH,539850,181650,Plaistow
079618-20052024,2024,Dwelling,E05009335,WEAVERS,533550,182450,Shoreditch
079638-20052024,2024,Dwelling,E05013604,WHITE HART LANE,532150,191050,Tottenham
079654-20052024,2024,Dwelling,E05013714,BELLINGHAM,537850,171350,Beckenham
079681-20052024,2024,Dwelling,E05013812,COLLIERS WOOD,527850,170450,Mitcham
079756-20052024,2024,Dwelling,E05011231,SLADE GREEN & NORTHEND,551950,176750,Erith
079764-20052024,2024,Dwelling,E05013719,DEPTFORD,537550,177250,Deptford
079821-20052024,2024,Dwelling,E05009391,CHELSEA RIVERSIDE,526550,177450,Chelsea
079825-20052024,2024,Dwelling,E05013943,ST. MARK'S & SEETHING WELLS,518250,167650,Surbiton
079856-20052024,2024,Dwelling,E05013665,KILBURN,525650,183850,West Hampstead
079859-20052024,2024,Dwelling,E05013741,HAMMERSMITH BROADWAY,523050,178450,Hammersmith
079868-20052024,2024,Dwelling,E05013815,GRAVENEY,528850,170250,Mitcham
079900-20052024,2024,Other Residential,E05014117,VAUXHALL,530250,177650,Lambeth
079948-20052024,2024,Other Residential,E05013918,PLAISTOW NORTH,540950,183450,Plaistow
079973-20052024,2024,Dwelling,E05009317,BETHNAL GREEN,535950,182850,Bethnal Green
080157-20052024,2024,Dwelling,E05013632,COLINDALE NORTH,521250,190750,Mill Hill
080200-21052024,2024,Dwelling,E05011104,LONDON BRIDGE & WEST BERMONDSEY,533150,178950,Old Kent Road
080225-21052024,2024,Dwelling,E05013749,WALHAM GREEN,525650,177350,Fulham
080246-21052024,2024,Dwelling,E05013893,HOE STREET,537450,188950,Walthamstow
080370-21052024,2024,Dwelling,E05013532,NORTHOLT WEST END,511950,183150,Northolt
080377-21052024,2024,Dwelling,E05013756,CARSHALTON CENTRAL,527750,164550,Wallington
080387-21052024,2024,Dwelling,E05014021,SOUTHFIELDS,525250,173750,Wandsworth
080455-21052024,2024,Dwelling,E05011474,OLD COULSDON,530650,159450,Purley
080491-21052024,2024,Dwelling,E05009321,BROMLEY NORTH,537550,182650,Poplar
080567-21052024,2024,Dwelling,E05013587,BRUCE CASTLE,533250,190250,Tottenham
080596-21052024,2024,Dwelling,E05013514,WEMBLEY CENTRAL,517750,185650,Wembley
080652-21052024,2024,Dwelling,E05014017,ROEHAMPTON,522250,173450,Wandsworth
080776-22052024,2024,Dwelling,E05013811,CANNON HILL,524850,168650,Wimbledon
080788-22052024,2024,Dwelling,E05014028,WANDSWORTH TOWN,525650,174450,Wandsworth
080883-22052024,2024,Dwelling,E05014071,WHALEBONE,548950,188150,Dagenham
080902-22052024,2024,Dwelling,E05013807,VINCENT SQUARE,529950,178850,Lambeth
080942-22052024,2024,Dwelling,E05013720,DOWNHAM,539050,170950,Bromley
080983-22052024,2024,Dwelling,E05011115,ST. GILES,533350,177250,Peckham
081076-22052024,2024,Dwelling,E05013979,RAINHAM & WENNINGTON,552850,182250,Wennington
081132-22052024,2024,Dwelling,E05013513,WELSH HARP,520850,186250,Willesden
081166-22052024,2024,Dwelling,E05013814,FIGGE'S MARSH,528750,169050,Mitcham
081228-22052024,2024,Dwelling,E05011218,BELVEDERE,547650,178750,Erith
081230-22052024,2024,Dwelling,E05011109,OLD KENT ROAD,533950,178350,Old Kent Road
081243-22052024,2024,Dwelling,E05014016,NORTHCOTE,527650,174350,Battersea
081255-22052024,2024,Dwelling,E05013747,SANDS END,525950,176050,Fulham
081260-22052024,2024,Dwelling,E05013667,PRIMROSE HILL,527750,184150,Euston
081279-22052024,2024,Dwelling,E05013701,CANONBURY,532150,184250,Islington
081502-23052024,2024,Dwelling,E05013532,NORTHOLT WEST END,512350,183550,Northolt
081511-23052024,2024,Dwelling,E05013622,HOUNSLOW HEATH,513450,174750,Heston
081536-23052024,2024,Dwelling,E05011096,CAMBERWELL GREEN,532150,177550,Old Kent Road
081545-23052024,2024,Dwelling,E05013795,HARROW ROAD,524750,182250,North Kensington
081548-23052024,2024,Dwelling,E05013719,DEPTFORD,536650,177450,Deptford
081660-23052024,2024,Dwelling,E05013621,HOUNSLOW EAST,514550,175850,Heston
081666-23052024,2024,Dwelling,E05013901,VALLEY,536850,191850,Chingford
081674-23052024,2024,Dwelling,E05013522,EAST ACTON,521250,181450,Acton
081678-23052024,2024,Dwelling,E05013726,LEE GREEN,540050,174250,Lee Green
081714-23052024,2024,Dwelling,E05014119,WEST DULWICH,532250,173050,West Norwood
081732-23052024,2024,Other Residential,E05014091,WEST THAMESMEAD,545650,179750,Plumstead
081746-23052024,2024,Dwelling,E05014012,FALCONBROOK,526450,175550,Battersea
081749-23052024,2024,Dwelling,E05013889,HALE END & HIGHAMS PARK SOUTH,538150,191750,Chingford
081810-23052024,2024,Dwelling,E05013506,PRESTON,518050,186250,Wembley
081896-24052024,2024,Dwelling,E05013800,MAIDA VALE,525950,182950,Paddington
081925-24052024,2024,Dwelling,E05009380,LEA BRIDGE,535450,185850,Homerton
081963-24052024,2024,Dwelling,E05013695,WHITEWEBBS,532850,198050,Enfield
081970-24052024,2024,Dwelling,E05013783,MORTLAKE & BARNES COMMON,520950,175850,Richmond
082002-24052024,2024,Dwelling,E05013890,HATCH LANE & HIGHAMS PARK NORTH,538850,193350,Chingford
082013-24052024,2024,Dwelling,E05009385,STOKE NEWINGTON,533350,186350,Stoke Newington
082015-24052024,2024,Dwelling,E05009379,KING'S PARK,536050,185350,Homerton
082064-24052024,2024,Dwelling,E05013534,PERIVALE,516050,183350,Northolt
082067-24052024,2024,Other Residential,E05009386,VICTORIA,534850,183650,Bethnal Green
082078-24052024,2024,Dwelling,E05013730,RUSHEY GREEN,538150,173450,Lewisham
082082-24052024,2024,Dwelling,E05013799,LITTLE VENICE,526650,182050,Paddington
082094-24052024,2024,Dwelling,E05013503,KILBURN,524950,184050,West Hampstead
082112-24052024,2024,Dwelling,E05014079,ELTHAM TOWN & AVERY HILL,542850,174350,Eltham
082134-24052024,2024,Dwelling,E05013534,PERIVALE,517550,183250,Wembley
082394-24052024,2024,Dwelling,E05009396,GOLBORNE,524250,181750,North Kensington
082397-24052024,2024,Dwelling,E05013551,KENTON EAST,517250,189350,Stanmore
082419-24052024,2024,Dwelling,E05013789,TWICKENHAM RIVERSIDE,517250,173950,Twickenham
082478-25052024,2024,Dwelling,E05013941,NORBITON,519350,168950,Kingston
082500-25052024,2024,Dwelling,E05013587,BRUCE CASTLE,533250,190250,Tottenham
082521-25052024,2024,Dwelling,E05014007,ST. PAUL'S CRAY,547550,168350,Orpington
082526-25052024,2024,Dwelling,E05013969,ELM PARK,551850,185550,Hornchurch
082585-25052024,2024,Dwelling,E05009324,ISLAND GARDENS,537450,178850,Millwall
082698-25052024,2024,Dwelling,E05013696,WINCHMORE HILL,531950,194650,Edmonton
082700-25052024,2024,Dwelling,E05013573,ICKENHAM & SOUTH HAREFIELD,505150,189350,Ruislip
082750-25052024,2024,Dwelling,E05011218,BELVEDERE,548250,178950,Erith
082811-25052024,2024,Dwelling,E05013786,SOUTH RICHMOND,518850,174650,Richmond
082833-25052024,2024,Dwelling,E05011478,SANDERSTEAD,534650,160150,Purley
082853-25052024,2024,Dwelling,E05011487,WADDON,531950,164550,Croydon
082872-25052024,2024,Dwelling,E05013616,HANWORTH VILLAGE,511550,171150,Feltham
082960-25052024,2024,Dwelling,E05013577,RUISLIP,508450,187450,Ruislip
083080-26052024,2024,Other Residential,E05014082,GREENWICH PENINSULA,538950,180150,East Greenwich
083090-26052024,2024,Dwelling,E05013715,BLACKHEATH,538750,175350,Lee Green
083093-26052024,2024,Dwelling,E05013575,NORTHWOOD HILLS,509950,190950,Ruislip
083101-26052024,2024,Dwelling,E05013888,GROVE GREEN,538250,186950,Leyton
083164-26052024,2024,Dwelling,E05013971,GOOSHAYS,553950,192650,Harold Hill
083171-26052024,2024,Dwelling,E05013783,MORTLAKE & BARNES COMMON,522350,176050,Richmond
083263-26052024,2024,Dwelling,E05013994,CLOCK HOUSE,535550,169350,Beckenham
083320-26052024,2024,Dwelling,E05011224,EAST WICKHAM,545650,176850,Plumstead
083356-26052024,2024,Dwelling,E05009394,DALGARNO,523850,181850,North Kensington
083411-26052024,2024,Dwelling,E05013787,SOUTH TWICKENHAM,514950,172150,Twickenham
083453-26052024,2024,Dwelling,E05013630,BURNT OAK,520350,191750,Mill Hill
083502-26052024,2024,Dwelling,E05011480,SELSDON & ADDINGTON VILLAGE,534950,162550,Addington
083550-26052024,2024,Dwelling,E05013683,HIGHFIELD,532150,192850,Edmonton
083602-26052024,2024,Dwelling,E05013907,CANNING TOWN SOUTH,539850,181350,Plaistow
083659-27052024,2024,Dwelling,E05011482,SHIRLEY NORTH,536650,167050,Woodside
083765-27052024,2024,Dwelling,E05014023,TOOTING BEC,527650,172150,Tooting
083776-27052024,2024,Dwelling,E05013900,UPPER WALTHAMSTOW,538650,189050,Walthamstow
083784-27052024,2024,Dwelling,E05013717,CATFORD SOUTH,537850,172250,Lewisham
083787-27052024,2024,Dwelling,E05013695,WHITEWEBBS,532950,197650,Enfield
083804-27052024,2024,Dwelling,E05009374,HACKNEY WICK,536950,184750,Homerton
083947-27052024,2024,Dwelling,E05013981,ST. ALBAN'S,552050,188050,Hornchurch
083954-27052024,2024,Dwelling,E05013730,RUSHEY GREEN,537450,173850,Lewisham
083969-27052024,2024,Dwelling,E05013920,PLAISTOW WEST & CANNING TOWN EAST,540050,182250,Plaistow
084055-27052024,2024,Dwelling,E05013580,UXBRIDGE,505350,184150,Hillingdon
084060-27052024,2024,Dwelling,E05013969,ELM PARK,551850,185550,Hornchurch
084099-27052024,2024,Dwelling,E05013814,FIGGE'S MARSH,528250,168950,Mitcham
084104-27052024,2024,Other Residential,E05013741,HAMMERSMITH BROADWAY,522650,178550,Hammersmith
084212-28052024,2024,Other Residential,E05013593,HORNSEY,530250,189150,Hornsey
084357-28052024,2024,Dwelling,E05013897,LEYTONSTONE,538850,187750,Leytonstone
084360-28052024,2024,Dwelling,E05014028,WANDSWORTH TOWN,525650,174650,Wandsworth
084463-28052024,2024,Dwelling,E05009372,HACKNEY CENTRAL,534850,184850,Homerton
084489-28052024,2024,Dwelling,E05013599,SOUTH TOTTENHAM,533950,188450,Tottenham
084491-28052024,2024,Dwelling,E05013734,AVONMORE,524550,178650,Hammersmith
084579-28052024,2024,Dwelling,E05014071,WHALEBONE,547850,187150,Dagenham
084588-28052024,2024,Dwelling,E05013596,NORTHUMBERLAND PARK,533950,190950,Tottenham
084630-28052024,2024,Dwelling,E05013709,MILDMAY,532750,185450,Stoke Newington
084944-29052024,2024,Dwelling,E05011109,OLD KENT ROAD,534450,177750,Old Kent Road
084998-29052024,2024,Dwelling,E05009327,MILE END,537150,181250,Poplar
085027-29052024,2024,Dwelling,E05013631,CHILDS HILL,524750,186650,West Hampstead
085032-29052024,2024,Dwelling,E05014109,ST. MARTIN'S,530850,173350,West Norwood
085079-29052024,2024,Other Residential,E05011247,LOXFORD,543950,185550,Ilford
085124-29052024,2024,Dwelling,E05014103,GIPSY HILL,533050,170750,West Norwood
085131-29052024,2024,Dwelling,E05013624,HOUNSLOW WEST,513250,175650,Heston
085152-29052024,2024,Dwelling,E05013500,DOLLIS HILL,521450,185550,Willesden
085186-29052024,2024,Dwelling,E05013971,GOOSHAYS,554050,191950,Harold Hill
085199-29052024,2024,Dwelling,E05013608,BRENTFORD WEST,518150,177850,Chiswick
085295-29052024,2024,Dwelling,E05013749,WALHAM GREEN,525150,177050,Fulham
085310-29052024,2024,Dwelling,E05011106,NORTH BERMONDSEY,533850,179950,Dockhead
085378-30052024,2024,Dwelling,E05011115,ST. GILES,533150,176350,Peckham
085400-30052024,2024,Dwelling,E05013792,ABBEY ROAD,526250,183150,Paddington
085409-30052024,2024,Dwelling,E05014101,CLAPHAM PARK,529250,173850,Tooting
085463-30052024,2024,Dwelling,E05013725,LADYWELL,537950,174650,Lewisham
085532-30052024,2024,Dwelling,E05009328,POPLAR,538550,180750,Poplar
085654-30052024,2024,Dwelling,E05013761,ST. HELIER EAST,527350,166350,Mitcham
085663-30052024,2024,Dwelling,E05013904,BECKTON,543350,181350,East Ham
085689-30052024,2024,Dwelling,E05011483,SHIRLEY SOUTH,537250,165050,Addington
085695-30052024,2024,Dwelling,E05011462,ADDISCOMBE EAST,534250,165650,Woodside
085751-30052024,2024,Dwelling,E05013622,HOUNSLOW HEATH,513650,175550,Heston
085774-30052024,2024,Dwelling,E05013711,ST. PETER'S & CANALSIDE,531550,183150,Islington
085871-30052024,2024,Dwelling,E05013905,BOLEYN,541650,183350,East Ham
085879-30052024,2024,Dwelling,E05009399,NOTTING DALE,524150,181050,North Kensington
085899-30052024,2024,Dwelling,E05014025,TRINITY,527650,172450,Tooting
085943-31052024,2024,Dwelling,E05011115,ST. GILES,532750,176350,Peckham
085958-31052024,2024,Dwelling,E05013523,GREENFORD BROADWAY,513950,183150,Southall
085968-31052024,2024,Dwelling,E05009375,HAGGERSTON,533550,183350,Shoreditch
085975-31052024,2024,Dwelling,E05011489,WOODSIDE,534650,167550,Woodside
086028-31052024,2024,Dwelling,E05013552,KENTON WEST,516350,189250,Stanmore
086102-31052024,2024,Dwelling,E05009324,ISLAND GARDENS,537350,178950,Millwall
086113-31052024,2024,Dwelling,E05013757,CARSHALTON SOUTH & CLOCKHOUSE,528050,163050,Wallington
086150-31052024,2024,Dwelling,E05014089,SHOOTERS HILL,543850,176550,Eltham
086171-31052024,2024,Dwelling,E05011102,FARADAY,533450,178450,Old Kent Road
086218-31052024,2024,Dwelling,E05013570,HEATHROW VILLAGES,505950,176950,Heathrow
086246-31052024,2024,Dwelling,E05013599,SOUTH TOTTENHAM,534250,188350,Tottenham
086271-31052024,2024,Dwelling,E05014012,FALCONBROOK,526850,175550,Battersea
086386-31052024,2024,Other Residential,E05011116,SOUTH BERMONDSEY,533750,178650,Old Kent Road
086541-01062024,2024,Dwelling,E05009383,SPRINGFIELD,534050,188050,Stoke Newington
086570-01062024,2024,Other Residential,E05009329,ST. DUNSTAN'S,536150,182250,Bethnal Green
086613-01062024,2024,Dwelling,E05013787,SOUTH TWICKENHAM,515450,172950,Twickenham
086615-01062024,2024,Dwelling,E05011225,ERITH,550650,178650,Erith
086668-01062024,2024,Dwelling,E05009368,CAZENOVE,534150,186650,Stoke Newington
086766-01062024,2024,Dwelling,E05013624,HOUNSLOW WEST,513550,175650,Heston
086838-01062024,2024,Dwelling,E05013794,CHURCH STREET,527250,182550,Paddington
086886-01062024,2024,Dwelling,E05013651,WOODHOUSE,526350,192950,Barnet
086903-01062024,2024,Dwelling,E05014006,ST. MARY CRAY,547450,168150,Orpington
086915-01062024,2024,Dwelling,E05014074,CHARLTON HORNFAIR,541950,177250,East Greenwich
086925-01062024,2024,Dwelling,E05014076,EAST GREENWICH,539650,178250,East Greenwich
086930-01062024,2024,Dwelling,E05013751,WEST KENSINGTON,524550,177950,Hammersmith
086952-01062024,2024,Dwelling,E05013648,WEST FINCHLEY,525850,191450,Finchley
087003-01062024,2024,Dwelling,E05011484,SOUTH CROYDON,532150,163750,Croydon
087004-01062024,2024,Dwelling,E05013633,COLINDALE SOUTH,521050,189450,Hendon
087100-02062024,2024,Dwelling,E05014019,SHAFTESBURY & QUEENSTOWN,529150,176850,Clapham
087131-02062024,2024,Dwelling,E05011117,SURREY DOCKS,536250,179250,Deptford
087167-02062024,2024,Dwelling,E05013616,HANWORTH VILLAGE,512950,172650,Feltham
087240-02062024,2024,Dwelling,E05013587,BRUCE CASTLE,533650,191150,Tottenham
087252-02062024,2024,Dwelling,E05014103,GIPSY HILL,532850,171250,West Norwood
087281-02062024,2024,Dwelling,E05013680,ENFIELD LOCK,536150,198650,Enfield
087283-02062024,2024,Dwelling,E05013688,PALMERS GREEN,531550,192650,Southgate
087285-02062024,2024,Other Residential,E05011219,BEXLEYHEATH,550250,175550,Bexley
087322-02062024,2024,Dwelling,E05013527,NORTH ACTON,520750,181850,Park Royal
087328-02062024,2024,Dwelling,E05013577,RUISLIP,510050,187450,Ruislip
087336-02062024,2024,Other Residential,E05013561,WEALDSTONE NORTH,515450,190650,Stanmore
087366-02062024,2024,Dwelling,E05013972,HACTON,553650,185050,Hornchurch
087470-02062024,2024,Dwelling,E05014073,BLACKHEATH WESTCOMBE,540250,175650,Lee Green
087518-02062024,2024,Dwelling,E05013510,STONEBRIDGE,519250,182750,Park Royal
087592-02062024,2024,Dwelling,E05013902,WILLIAM MORRIS,536950,189750,Walthamstow
087697-03062024,2024,Dwelling,E05013595,NOEL PARK,531250,190250,Tottenham
087893-03062024,2024,Dwelling,E05013642,GOLDERS GREEN,524350,187950,Hendon
087926-03062024,2024,Dwelling,E05009331,ST. PETER'S,534950,182250,Bethnal Green
088011-03062024,2024,Dwelling,E05013679,EDMONTON GREEN,534550,193150,Edmonton
088012-03062024,2024,Dwelling,E05014013,FURZEDOWN,528650,170650,Tooting
088018-03062024,2024,Dwelling,E05013673,BOWES,532650,191750,Edmonton
088040-03062024,2024,Dwelling,E05009334,STEPNEY GREEN,535350,181650,Shadwell
088050-03062024,2024,Dwelling,E05013507,QUEENS PARK,523750,183550,North Kensington
088057-03062024,2024,Dwelling,E05013574,NORTHWOOD,509650,190450,Ruislip
088080-03062024,2024,Dwelling,E05013631,CHILDS HILL,525050,186550,West Hampstead
088108-03062024,2024,Dwelling,E05013570,HEATHROW VILLAGES,506050,177150,Hayes
088123-03062024,2024,Dwelling,E05013691,SOUTHBURY,534150,197650,Enfield
088152-03062024,2024,Dwelling,E05011222,CRAYFORD,551750,175850,Bexley
088160-03062024,2024,Dwelling,E05013895,LEA BRIDGE,536550,187150,Leyton
088163-03062024,2024,Dwelling,E05013543,CANONS,517250,192350,Stanmore
088192-03062024,2024,Dwelling,E05013653,BLOOMSBURY,530050,182250,Euston
088220-03062024,2024,Dwelling,E05011463,ADDISCOMBE WEST,533650,166050,Woodside
088256-03062024,2024,Dwelling,E05014073,BLACKHEATH WESTCOMBE,540450,176650,East Greenwich
088306-04062024,2024,Dwelling,E05014097,BRIXTON RUSH COMMON,530950,173850,West Norwood
088348-04062024,2024,Dwelling,E05014024,TOOTING BROADWAY,526750,171750,Tooting
088387-04062024,2024,Dwelling,E05013510,STONEBRIDGE,520750,183950,Park Royal
088456-04062024,2024,Dwelling,E05013926,WALL END,542950,183850,East Ham
088624-04062024,2024,Dwelling,E05013728,NEW CROSS GATE,535350,177650,New Cross
088716-04062024,2024,Dwelling,E05013632,COLINDALE NORTH,521350,190350,Mill Hill
088739-04062024,2024,Dwelling,E05009322,BROMLEY SOUTH,537850,182350,Poplar
088766-04062024,2024,Dwelling,E05011243,FULLWELL,544250,189950,Hainault
088847-04062024,2024,Dwelling,,,542950,184850,East Ham
088887-04062024,2024,Dwelling,E05013886,ENDLEBURY,538150,193550,Chingford
088893-04062024,2024,Dwelling,E05011247,LOXFORD,543650,185550,Ilford
088900-05062024,2024,Dwelling,E05013806,ST. JAMES'S,529950,180650,Soho
088963-05062024,2024,Dwelling,E05013769,THE WRYTHE,527250,165650,Wallington
088990-05062024,2024,Dwelling,E05013763,SOUTH BEDDINGTON & ROUNDSHAW,530550,163350,Wallington
089067-05062024,2024,Dwelling,E05014105,KENNINGTON,531150,178450,Lambeth
089070-05062024,2024,Dwelling,E05013590,HARRINGAY,531450,188250,Hornsey
089081-05062024,2024,Dwelling,E05013942,OLD MALDEN,521050,166550,New Malden
089109-05062024,2024,Dwelling,E05009375,HAGGERSTON,534150,183650,Shoreditch
089133-05062024,2024,Dwelling,E05013751,WEST KENSINGTON,524450,178050,Hammersmith
089203-05062024,2024,Dwelling,E05013503,KILBURN,524950,183750,West Hampstead
089224-05062024,2024,Dwelling,E05014055,BARKING RIVERSIDE,548150,183450,Barking
089228-05062024,2024,Dwelling,E05013971,GOOSHAYS,554850,192050,Harold Hill
089269-05062024,2024,Dwelling,E05009372,HACKNEY CENTRAL,534850,185250,Homerton
089338-05062024,2024,Dwelling,E05011484,SOUTH CROYDON,532550,163550,Croydon
089375-05062024,2024,Dwelling,E05013784,NORTH RICHMOND,518650,175050,Richmond
089377-05062024,2024,Dwelling,E05013649,WEST HENDON,522650,188550,Hendon
089425-05062024,2024,Dwelling,E05014094,WOOLWICH DOCKYARD,543150,178850,Plumstead
089432-05062024,2024,Other Residential,E05013766,SUTTON NORTH,525750,165350,Sutton
089438-05062024,2024,Dwelling,E05013504,KINGSBURY,520550,189650,Stanmore
089445-05062024,2024,Dwelling,E05013756,CARSHALTON CENTRAL,526950,164450,Wallington
089478-05062024,2024,Dwelling,E05013621,HOUNSLOW EAST,514350,175850,Heston
089504-05062024,2024,Dwelling,E05013570,HEATHROW VILLAGES,507150,176950,Hayes
089522-05062024,2024,Dwelling,E05013707,JUNCTION,529450,186550,Kentish Town
089545-06062024,2024,Dwelling,E05014099,CLAPHAM COMMON & ABBEVILLE,529850,174750,Clapham
089563-06062024,2024,Dwelling,E05014059,EASTBROOK & RUSH GREEN,550450,187150,Dagenham
089592-06062024,2024,Dwelling,E05013908,CUSTOM HOUSE,540250,181750,Plaistow
089641-06062024,2024,Dwelling,E05013677,CARTERHATCH,535150,197450,Enfield
089676-06062024,2024,Dwelling,E05013765,SUTTON CENTRAL,525450,164650,Sutton
089682-06062024,2024,Dwelling,E05013566,COLHAM & COWLEY,506950,182050,Hillingdon
089749-06062024,2024,Dwelling,E05014004,PLAISTOW,540050,171350,Bromley
089831-06062024,2024,Dwelling,E05013602,TOTTENHAM HALE,534150,189750,Tottenham
089839-06062024,2024,Dwelling,E05013812,COLLIERS WOOD,527350,170150,Mitcham
089868-06062024,2024,Dwelling,E05014055,BARKING RIVERSIDE,546450,183150,Barking
090015-06062024,2024,Dwelling,E05013711,ST. PETER'S & CANALSIDE,532250,183450,Islington
090023-06062024,2024,Dwelling,E05013597,ST. ANN'S,532350,189150,Tottenham
090035-06062024,2024,Dwelling,E05013938,KINGSTON TOWN,517750,169150,Surbiton
090085-06062024,2024,Dwelling,E05009378,HOXTON WEST,532950,183350,Shoreditch
090123-06062024,2024,Dwelling,E05013797,KNIGHTSBRIDGE & BELGRAVIA,528550,178650,Chelsea
090183-07062024,2024,Dwelling,E05013920,PLAISTOW WEST & CANNING TOWN EAST,540550,182050,Plaistow
090306-07062024,2024,Dwelling,E05011115,ST. GILES,533350,176950,Peckham
090413-07062024,2024,Dwelling,E05013784,NORTH RICHMOND,520150,175350,Richmond
090415-07062024,2024,Dwelling,E05013603,WEST GREEN,533150,190250,Tottenham
090491-07062024,2024,Dwelling,E05014083,KIDBROOKE PARK,541250,176450,East Greenwich
090505-07062024,2024,Dwelling,E05013575,NORTHWOOD HILLS,509850,191350,Ruislip
090534-07062024,2024,Dwelling,E05013602,TOTTENHAM HALE,534350,189750,Tottenham
090537-07062024,2024,Dwelling,E05013705,HILLRISE,529350,187550,Holloway
090602-07062024,2024,Dwelling,E05013724,HITHER GREEN,539550,173050,Lee Green
090680-07062024,2024,Dwelling,E05013715,BLACKHEATH,539450,175950,Lee Green
090696-07062024,2024,Dwelling,E05013650,WHETSTONE,527450,193650,Barnet
090774-07062024,2024,Dwelling,E05013666,KING'S CROSS,530750,182850,Euston
090909-08062024,2024,Dwelling,E05013509,ROUNDWOOD,521550,184350,Willesden
090911-08062024,2024,Dwelling,E05013807,VINCENT SQUARE,529850,178750,Lambeth
090918-08062024,2024,Dwelling,E05013890,HATCH LANE & HIGHAMS PARK NORTH,539250,193650,Chingford
090980-08062024,2024,Other Residential,E05013662,HOLBORN & COVENT GARDEN,530150,181250,Soho
091016-08062024,2024,Dwelling,E05013602,TOTTENHAM HALE,533850,189950,Tottenham
091036-08062024,2024,Dwelling,E05013722,FOREST HILL,535250,173850,Forest Hill
091133-08062024,2024,Dwelling,E05013601,TOTTENHAM CENTRAL,533350,189650,Tottenham
091159-08062024,2024,Other Residential,E05011098,CHAUCER,532750,179350,Old Kent Road
091182-08062024,2024,Dwelling,E05009394,DALGARNO,523350,181950,North Kensington
091223-08062024,2024,Dwelling,E05013591,HERMITAGE & GARDENS,532750,188550,Tottenham
091227-08062024,2024,Dwelling,E05009371,DE BEAUVOIR,532950,184050,Islington
091231-08062024,2024,Dwelling,E05011482,SHIRLEY NORTH,535150,167250,Woodside
091290-08062024,2024,Dwelling,E05013700,CALEDONIAN,530450,183950,Islington
091330-08062024,2024,Dwelling,E05013731,SYDENHAM,534050,171450,Forest Hill
091460-08062024,2024,Dwelling,E05013883,CATHALL,538550,185550,Leytonstone
091510-09062024,2024,Dwelling,E05011483,SHIRLEY SOUTH,536750,165850,Woodside
091546-09062024,2024,Dwelling,E05013794,CHURCH STREET,527050,182050,Paddington
091560-09062024,2024,Dwelling,E05014070,VILLAGE,549450,184550,Dagenham
091615-09062024,2024,Dwelling,E05013974,HAVERING-ATTE-BOWER,550450,191750,Romford
091639-09062024,2024,Dwelling,E05014019,SHAFTESBURY & QUEENSTOWN,529550,176750,Clapham
091649-09062024,2024,Dwelling,E05013942,OLD MALDEN,520750,167050,New Malden
091679-09062024,2024,Dwelling,E05009322,BROMLEY SOUTH,537550,181950,Poplar
091701-09062024,2024,Dwelling,E05013516,WEMBLEY PARK,519050,185850,Wembley
091717-09062024,2024,Dwelling,E05011230,SIDCUP,546550,171850,Sidcup
091734-09062024,2024,Dwelling,E05013668,REGENT'S PARK,528650,183450,Euston
091787-09062024,2024,Dwelling,E05013736,COLLEGE PARK & OLD OAK,523450,180750,Hammersmith
091857-09062024,2024,Dwelling,E05013983,ST. EDWARD'S,550650,188950,Romford
091889-09062024,2024,Dwelling,E05013547,HARROW ON THE HILL,515050,187150,Northolt
091896-09062024,2024,Dwelling,E05013728,NEW CROSS GATE,535750,177550,New Cross
091901-09062024,2024,Dwelling,E05013641,GARDEN SUBURB,525850,187450,West Hampstead
091937-09062024,2024,Dwelling,E05011479,SELHURST,532250,166650,Croydon
